	ds	trend	yhat_lower	yhat_upper	trend_lower	trend_upper	additive_terms	additive_terms_lower	additive_terms_upper	weekly	weekly_lower	weekly_upper	yearly	yearly_lower	yearly_upper	multiplicative_terms	multiplicative_terms_lower	multiplicative_terms_upper	yhat
0	2014-12-31	526.4319437230348	345.86129610248895	720.482418781116	526.4319437230348	526.4319437230348	6.88464453318389	6.88464453318389	6.88464453318389	1.3741030797279294	1.3741030797279294	1.3741030797279294	5.51054145345596	5.51054145345596	5.51054145345596	0.0	0.0	0.0	533.3165882562187
1	2015-01-02	527.2402802809971	319.60398597672133	729.0705329487035	527.2402802809971	527.2402802809971	3.645237283621169	3.645237283621169	3.645237283621169	0.9276735907352416	0.9276735907352416	0.9276735907352416	2.7175636928859275	2.7175636928859275	2.7175636928859275	0.0	0.0	0.0	530.8855175646183
2	2015-01-05	528.4527851179405	328.308963119437	714.9537953989321	528.4527851179405	528.4527851179405	-0.8044005966160434	-0.8044005966160434	-0.8044005966160434	0.2424660396845585	0.2424660396845585	0.2424660396845585	-1.0468666363006016	-1.0468666363006016	-1.0468666363006016	0.0	0.0	0.0	527.6483845213245
3	2015-01-06	528.8569533969215	329.9654449312651	726.1859845294819	528.8569533969215	528.8569533969215	-2.492430175967863	-2.492430175967863	-2.492430175967863	-0.3593961449891544	-0.3593961449891544	-0.3593961449891544	-2.133034030978709	-2.133034030978709	-2.133034030978709	0.0	0.0	0.0	526.3645232209536
4	2015-01-07	529.2611216759027	320.5502297322208	712.8045726491231	529.2611216759027	529.2611216759027	-1.7398074987950647	-1.7398074987950647	-1.7398074987950647	1.3741030797267983	1.3741030797267983	1.3741030797267983	-3.1139105785218626	-3.1139105785218626	-3.1139105785218626	0.0	0.0	0.0	527.5213141771077
5	2015-01-08	529.6652899548839	334.85858162961057	712.7964895637198	529.6652899548839	529.6652899548839	-3.1486914508808193	-3.1486914508808193	-3.1486914508808193	0.829698111667403	0.829698111667403	0.829698111667403	-3.978389562548222	-3.978389562548222	-3.978389562548222	0.0	0.0	0.0	526.516598504003
6	2015-01-09	530.069458233865	332.03832140535854	713.4178724913016	530.069458233865	530.069458233865	-3.7888716600218766	-3.7888716600218766	-3.7888716600218766	0.9276735907367811	0.9276735907367811	0.9276735907367811	-4.716545250758657	-4.716545250758657	-4.716545250758657	0.0	0.0	0.0	526.2805865738432
7	2015-01-12	531.2819630708084	325.7477090631837	706.8458164088232	531.2819630708084	531.2819630708084	-5.851331799081458	-5.851331799081458	-5.851331799081458	0.24246603968425734	0.24246603968425734	0.24246603968425734	-6.093797838765715	-6.093797838765715	-6.093797838765715	0.0	0.0	0.0	525.430631271727
8	2015-01-13	531.6861313497895	324.92208445140386	723.6952359454818	531.6861313497895	531.6861313497895	-6.614021792604244	-6.614021792604244	-6.614021792604244	-0.3593961449895341	-0.3593961449895341	-0.3593961449895341	-6.254625647614709	-6.254625647614709	-6.254625647614709	0.0	0.0	0.0	525.0721095571853
9	2015-01-14	532.0902996287706	340.0855303671141	708.0928946505163	532.0902996287706	532.0902996287706	-4.886457801564149	-4.886457801564149	-4.886457801564149	1.3741030797274756	1.3741030797274756	1.3741030797274756	-6.260560881291625	-6.260560881291625	-6.260560881291625	0.0	0.0	0.0	527.2038418272065
10	2015-01-15	532.4944679077518	324.5238489667475	710.6364847173186	532.4944679077518	532.4944679077518	-5.280824621396798	-5.280824621396798	-5.280824621396798	0.8296981116659139	0.8296981116659139	0.8296981116659139	-6.110522733062712	-6.110522733062712	-6.110522733062712	0.0	0.0	0.0	527.2136432863549
11	2015-01-16	532.8986361867328	331.5813094416837	718.3620269932844	532.8986361867328	532.8986361867328	-4.877370336392884	-4.877370336392884	-4.877370336392884	0.9276735907307307	0.9276735907307307	0.9276735907307307	-5.805043927123616	-5.805043927123616	-5.805043927123616	0.0	0.0	0.0	528.0212658503399
12	2015-01-20	534.5153093026574	335.5731229900505	731.9727341503392	534.5153093026574	534.5153093026574	-3.4552027521534017	-3.4552027521534017	-3.4552027521534017	-0.35939614498775624	-0.35939614498775624	-0.35939614498775624	-3.0958066071656454	-3.0958066071656454	-3.0958066071656454	0.0	0.0	0.0	531.0601065505041
13	2015-01-21	534.9194775816386	338.64021562920345	744.4063743583731	534.9194775816386	534.9194775816386	-0.7032262521718753	-0.7032262521718753	-0.7032262521718753	1.3741030797280709	1.3741030797280709	1.3741030797280709	-2.077329331899946	-2.077329331899946	-2.077329331899946	0.0	0.0	0.0	534.2162513294667
14	2015-01-22	535.3236458606196	344.429348849293	728.2992839174896	535.3236458606196	535.3236458606196	-0.11034571896379594	-0.11034571896379594	-0.11034571896379594	0.8296981116658482	0.8296981116658482	0.8296981116658482	-0.9400438306296445	-0.9400438306296445	-0.9400438306296445	0.0	0.0	0.0	535.2133001416558
15	2015-01-23	535.7278141396008	342.3461097653857	724.0209341017685	535.7278141396008	535.7278141396008	1.2323164918769085	1.2323164918769085	1.2323164918769085	0.927673590736102	0.927673590736102	0.927673590736102	0.3046429011408066	0.3046429011408066	0.3046429011408066	0.0	0.0	0.0	536.9601306314777
16	2015-01-26	536.9403189765442	349.5707537152524	726.8735672588465	536.9403189765442	536.9403189765442	4.791243477375533	4.791243477375533	4.791243477375533	0.24246603968350422	0.24246603968350422	0.24246603968350422	4.548777437692029	4.548777437692029	4.548777437692029	0.0	0.0	0.0	541.7315624539198
17	2015-01-27	537.3444872555253	338.5183306665597	733.2186365027661	537.3444872555253	537.3444872555253	5.72316252430931	5.72316252430931	5.72316252430931	-0.3593961449902932	-0.3593961449902932	-0.3593961449902932	6.082558669299603	6.082558669299603	6.082558669299603	0.0	0.0	0.0	543.0676497798346
18	2015-01-28	537.7486555345064	360.7632206732816	746.4313082358947	537.7486555345064	537.7486555345064	9.021764624121651	9.021764624121651	9.021764624121651	1.3741030797269396	1.3741030797269396	1.3741030797269396	7.647661544394711	7.647661544394711	7.647661544394711	0.0	0.0	0.0	546.770420158628
19	2015-01-29	538.1528238134875	340.31778196771114	733.3471270617706	538.1528238134875	538.1528238134875	10.055469947641743	10.055469947641743	10.055469947641743	0.8296981116664423	0.8296981116664423	0.8296981116664423	9.225771835975301	9.225771835975301	9.225771835975301	0.0	0.0	0.0	548.2082937611293
20	2015-01-30	538.5569920924687	376.6028507680474	743.5192260838539	538.5569920924687	538.5569920924687	11.72552629814511	11.72552629814511	11.72552629814511	0.9276735907338466	0.9276735907338466	0.9276735907338466	10.797852707411263	10.797852707411263	10.797852707411263	0.0	0.0	0.0	550.2825183906139
21	2015-02-02	539.7694969294121	360.98663076218475	744.8043991127045	539.7694969294121	539.7694969294121	15.522827707367036	15.522827707367036	15.522827707367036	0.24246603968704936	0.24246603968704936	0.24246603968704936	15.280361667679987	15.280361667679987	15.280361667679987	0.0	0.0	0.0	555.2923246367791
22	2015-02-03	540.1736652083932	359.0819841412356	740.2994056974535	540.1736652083932	540.1736652083932	16.270358923363585	16.270358923363585	16.270358923363585	-0.35939614498882255	-0.35939614498882255	-0.35939614498882255	16.629755068352406	16.629755068352406	16.629755068352406	0.0	0.0	0.0	556.4440241317568
23	2015-02-04	540.5778334873743	362.9640014427153	750.2608132854535	540.5778334873743	540.5778334873743	19.24769457563236	19.24769457563236	19.24769457563236	1.3741030797276168	1.3741030797276168	1.3741030797276168	17.873591495904744	17.873591495904744	17.873591495904744	0.0	0.0	0.0	559.8255280630067
24	2015-02-05	540.9820017663554	370.0068159049546	759.4093236417463	540.9820017663554	540.9820017663554	19.822328825859124	19.822328825859124	19.822328825859124	0.8296981116670364	0.8296981116670364	0.8296981116670364	18.992630714192092	18.992630714192092	18.992630714192092	0.0	0.0	0.0	560.8043305922146
